uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,entity_active,registration_incorporation_date,year_rego,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code
201310380W,ACRA,LEE DENTALCARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,18/4/13,2013,18/4/13,LOCAL,638,BUKIT BATOK CENTRAL,1,28,na,650638,na,na,31/10/25,6/11/24,86204
201310522M,ACRA,DENTAL FOCUS (JUNCTION 10) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,19/4/13,2013,19/4/13,LOCAL,1,WOODLANDS ROAD,1,5-Jun,JUNCTION 10,677899,na,na,31/10/25,17/10/24,86204
201310684E,ACRA,PKWY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/4/13,2013,22/4/13,LOCAL,9,SCOTTS ROAD,12,2,PACIFIC PLAZA,228210,na,na,31/7/25,8/5/24,86204
53235691L,ACRA,DENTAL ARTISANS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,23/4/13,2013,23/4/13,LOCAL,38,TREVOSE CRESCENT,1,27,THE GLYNDEBOURNE,297722,na,na,na,na,86204
201311459H,ACRA,MERCURY LIGHT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,29/4/13,2013,29/4/13,LOCAL,371,BEACH ROAD,2,13,CITY GATE,199597,na,na,31/10/25,29/10/24,86204
201312092C,ACRA,BROWNIE'S WORKSHOP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,5/5/13,2013,5/5/13,LOCAL,414,JURONG WEST STREET 42,8,797,na,640414,na,na,20/8/19,17/5/18,86204
201313072M,ACRA,BEDOK TOWN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/5/13,2013,14/5/13,LOCAL,418,BEDOK NORTH AVENUE 2,1,69,na,460418,na,na,31/7/25,10/7/24,86204
201313088K,ACRA,BTDS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Gazetted To Be Struck Off,Non-Active,14/5/13,2013,14/5/13,LOCAL,20,TOH YI ROAD,na,na,na,596502,na,na,31/7/25,12/7/24,86204
53237613K,ACRA,SMILEY DENTALCARE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,21/5/13,2013,21/5/13,LOCAL,84,REDHILL LANE,1,370,na,150084,na,na,na,na,86204
201313732D,ACRA,WEETH DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,21/5/13,2013,21/5/13,LOCAL,76,MUGLISTON PARK,na,na,MUGLISTON HILL,798587,na,na,30/11/22,17/9/21,86204
201314028K,ACRA,FSH CONSULTING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,23/5/13,2013,23/5/13,LOCAL,65,YIO CHU KANG GARDENS,na,na,na,568113,na,na,30/11/20,27/11/19,86204
201313995C,ACRA,HOSANNA ! DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,23/5/13,2013,23/5/13,LOCAL,123,LORONG 1 TOA PAYOH,1,515,TOA PAYOH VIEW,310123,na,na,30/11/25,11/11/24,86204
201314202H,ACRA,WEST COAST DENTAL (MARINA) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,27/5/13,2013,27/5/13,LOCAL,6,RAFFLES BOULEVARD,3,153,MARINA SQUARE,39594,na,na,31/7/25,26/5/24,86204
201314264G,ACRA,TANGS DENTAL SPECIALISTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/5/13,2013,28/5/13,LOCAL,26,SIN MING LANE,6,125,MIDVIEW CITY,573971,na,na,30/11/25,26/11/24,86204
201314744N,ACRA,S A LOH DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/6/13,2013,1/6/13,LOCAL,80,MARINE PARADE ROAD,5,23,PARKWAY PARADE,449269,na,na,31/1/19,25/12/17,86204
201315142C,ACRA,VISTA DENTAL SURGERY (CEX) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,5/6/13,2013,5/6/13,LOCAL,809,HOUGANG CENTRAL,1,174,na,530809,na,na,31/12/25,19/2/25,86204
201315350C,ACRA,UKSG DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/6/13,2013,6/6/13,LOCAL,80,CHANGI ROAD,2,74,CENTROPOD @ CHANGI,419715,na,na,31/12/25,17/12/24,86204
201315335K,ACRA,WEST COAST DENTAL CLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,6/6/13,2013,6/6/13,LOCAL,6,RAFFLES BOULEVARD,3,153,MARINA SQUARE,39594,na,na,31/7/22,11/5/21,86204
201315552M,ACRA,DENTALSPECIALISTS@SCOTTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/6/13,2013,10/6/13,LOCAL,9,SCOTTS ROAD,8,1,PACIFIC PLAZA,228210,na,na,31/7/25,7/11/24,86204
201315639W,ACRA,YS DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,10/6/13,2013,10/6/13,LOCAL,8,JALAN GRISEK,na,na,na,419438,na,na,31/7/23,13/7/22,86204
201316154M,ACRA,DENTAL ICON PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/6/13,2013,14/6/13,LOCAL,70,BAYSHORE ROAD,19,12,COSTA DEL SOL,469987,na,na,31/7/25,30/7/24,86204
201316071K,ACRA,MYBRACESCLINIC PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,14/6/13,2013,14/6/13,LOCAL,25,HOLLAND HILL,6,1,HOLLAND PEAK,278740,na,na,31/7/25,22/7/24,86204
201317514R,ACRA,TRUE DENTAL STUDIO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/6/13,2013,28/6/13,LOCAL,118,ALJUNIED AVENUE 2,4,102,na,380118,na,na,31/7/25,19/7/24,86204
201318354N,ACRA,THE SMILE DIVISION DENTAL SURGEONS@TAMPINES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,8/7/13,2013,8/7/13,LOCAL,57B,DEVONSHIRE ROAD,31,5,THE SUITES AT CENTRAL,239899,na,na,31/1/18,12/12/16,86204
201318356R,ACRA,THE SMILE DIVISION DENTAL SURGEONS@CCK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,8/7/13,2013,8/7/13,LOCAL,57B,DEVONSHIRE ROAD,31,5,THE SUITES AT CENTRAL,239899,na,na,31/1/18,12/12/16,86204
201318549E,ACRA,KEYSTONE UNITY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,9/7/13,2013,9/7/13,LOCAL,1,TRAS LINK,2,7,ORCHID HOTEL,78867,na,na,31/7/25,20/6/24,86204
201318564R,ACRA,TTK CONSULTING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,9/7/13,2013,9/7/13,LOCAL,311,OLD BIRDCAGE WALK,2,5,na,798484,na,na,31/1/21,30/1/20,86204
53240926D,ACRA,CASA DENTAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,10/7/13,2013,10/7/13,LOCAL,4,ROBINSON ROAD,8,1,THE HOUSE OF EDEN,48543,na,na,na,na,86204
53241029K,ACRA,TRI TRADING & DENTAL SUPPLIES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,Non-Active,11/7/13,2013,11/7/13,LOCAL,21,TOH GUAN ROAD EAST,4,10,TOH GUAN CENTRE,608609,na,na,na,na,86204
53241450X,ACRA,PARKWAY DENTAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,18/7/13,2013,18/7/13,LOCAL,35,ROBINSON ROAD,1,2-Mar,HOTEL TELEGRAPH,68876,na,na,na,na,86204
53241452K,ACRA,PARKWAY DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,Non-Active,18/7/13,2013,18/7/13,LOCAL,35,ROBINSON ROAD,1,2-Mar,HOTEL TELEGRAPH,68876,na,na,na,na,86204
201319767N,ACRA,EXOCARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,22/7/13,2013,22/7/13,LOCAL,71,BUKIT BATOK CRESCENT,9,9,PRESTIGE CENTRE,658071,na,na,30/4/20,30/4/19,86204
201319841W,ACRA,LEONG DENTAL SURGEONS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/7/13,2013,22/7/13,LOCAL,22,MALACCA STREET,10,1,RB CAPITAL BUILDING,48980,na,na,30/1/26,24/1/25,86204
201320746H,ACRA,TRUTH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/8/13,2013,1/8/13,LOCAL,24,PECK SEAH STREET,6,1,NEHSONS BUILDING,79314,na,na,10/10/17,7/7/16,86204
201321482H,ACRA,ORIENT DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/8/13,2013,7/8/13,LOCAL,22,SIN MING LANE,6,76,MIDVIEW CITY,573969,na,na,31/7/24,22/6/23,86204
201322710W,ACRA,CXR ASSOCIATES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/8/13,2013,22/8/13,LOCAL,745,LORONG 5 TOA PAYOH,4,3,THE LIFELINE BUILDING,319455,na,na,31/7/25,10/7/24,86204
201323260E,ACRA,DENTAL SYNERGY II PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/8/13,2013,28/8/13,LOCAL,3,MOUNT ELIZABETH,8,3-Apr,MOUNT ELIZABETH HOSPITAL,228510,na,na,28/2/26,25/2/25,86204
201323564M,ACRA,CHAMBE SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,31/8/13,2013,31/8/13,LOCAL,29,AMBER ROAD,20,4,THE SEA VIEW,439942,na,na,31/3/15,na,86204
201323592H,ACRA,SMILE CENTRAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/9/13,2013,1/9/13,LOCAL,43,DUCHESS AVENUE,na,na,na,269112,na,na,31/3/20,21/3/19,86204
201324544D,ACRA,DENTAL FOCUS (CHINATOWN) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/9/13,2013,10/9/13,LOCAL,133,NEW BRIDGE ROAD,3,17,CHINATOWN POINT,59413,na,na,31/10/25,17/10/24,86204
201324816K,ACRA,LUMINOUS DENTAL CLINIC @ BEDOK SOUTH PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,12/9/13,2013,12/9/13,LOCAL,5,TAMPINES CENTRAL 1,1,1,TAMPINES PLAZA 2,529541,na,na,31/7/23,11/7/24,86204
201324908N,ACRA,SKY DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/9/13,2013,13/9/13,LOCAL,537,BEDOK NORTH STREET 3,1,523,na,460537,na,na,31/7/25,14/8/24,86204
53245345W,ACRA,MARINA DENTAL LABORATORY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,Non-Active,17/9/13,2013,17/9/13,LOCAL,10,ANSON ROAD,26,4,INTERNATIONAL PLAZA,79903,na,na,na,na,86204
201326632R,ACRA,DENTIJOY DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/10/13,2013,1/10/13,LOCAL,94,LORONG 4 TOA PAYOH,1,28,TOA PAYOH PALM SPRING,310094,na,na,30/4/24,29/4/23,86204
201326830D,ACRA,SINGAPORE GENTLE DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,3/10/13,2013,3/10/13,LOCAL,29,ANGULLIA PARK,32,1,ORCHARD VIEW,239977,na,na,30/4/20,30/4/19,86204
201327297E,ACRA,BURLINSON INVESTMENTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/10/13,2013,8/10/13,LOCAL,1,RHU CROSS,7,7,COSTA RHU,437431,na,na,30/4/25,3/4/24,86204
201328049K,ACRA,CHEN DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,16/10/13,2013,16/10/13,LOCAL,463,JURONG WEST STREET 41,1,560,na,640463,na,na,30/4/25,21/3/24,86204
201328323D,ACRA,THENG & PARTNERS PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,18/10/13,2013,18/10/13,LOCAL,3,MOUNT ELIZABETH,8,3-Apr,MOUNT ELIZABETH HOSPITAL,228510,na,na,28/2/26,21/2/25,86204
201328464Z,ACRA,SHALOM DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/10/13,2013,21/10/13,LOCAL,231,BAIN STREET,3,57,BRAS BASAH COMPLEX,180231,na,na,30/4/25,13/4/24,86204
201328597E,ACRA,TRUE DENTAL IN THE CITY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,22/10/13,2013,22/10/13,LOCAL,231,BAIN STREET,3,57,BRAS BASAH COMPLEX,180231,na,na,1/7/18,30/3/17,86204
53247735M,ACRA,INVISIBLE BRACES CENTER,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,Active,24/10/13,2013,24/10/13,LOCAL,19,TANGLIN ROAD,6,22,TANGLIN SHOPPING CENTRE,247909,na,na,na,na,86204
201329350E,ACRA,CORPORATE DENTAL CLINIC PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,30/10/13,2013,30/10/13,LOCAL,38,HAIG ROAD,na,na,na,438741,na,na,31/7/25,29/7/24,86204
201329550N,ACRA,ALOHA DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/11/13,2013,1/11/13,LOCAL,14,SCOTTS ROAD,4,125,FAR EAST PLAZA,228213,na,na,31/5/25,30/4/24,86204
201329592G,ACRA,A ST*R DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/11/13,2013,1/11/13,LOCAL,236,YISHUN RING ROAD,1,1016,YISHUN HEARTS,760236,na,na,31/5/25,15/5/24,86204
201329575N,ACRA,CCK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/11/13,2013,1/11/13,LOCAL,100,WISHART ROAD,5,2,THE FORESTA @ MOUNT FABER,98748,na,na,31/8/21,2/7/20,86204
201329583E,ACRA,CLY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/11/13,2013,1/11/13,LOCAL,100,WISHART ROAD,5,2,THE FORESTA @ MOUNT FABER,98748,na,na,31/8/21,2/7/20,86204
201329584R,ACRA,MBLS EQUINE DENTAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/11/13,2013,1/11/13,LOCAL,1,TURF CLUB AVENUE,101,B,SINGAPORE RACECOURSE,738078,na,na,31/1/18,30/11/16,86204
201329703M,ACRA,THE DENTAL SANCTUARY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/11/13,2013,2/11/13,LOCAL,29B,WEST COAST PARK,12,20,BOTANNIA,127724,na,na,2/6/15,na,86204
201329945N,ACRA,NAM SANG DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,6/11/13,2013,6/11/13,LOCAL,144,UPPER BUKIT TIMAH ROAD,1,20,BEAUTY WORLD CENTRE,588177,na,na,31/5/25,6/5/24,86204
201330290M,ACRA,UNIVERSE DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,8/11/13,2013,8/11/13,LOCAL,164,BUKIT BATOK STREET 11,1,144,na,650164,na,na,31/5/25,7/5/24,86204
201330382R,ACRA,R&C DENTAL (THE STAR) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,11/11/13,2013,11/11/13,LOCAL,1,VISTA EXCHANGE GREEN,1,2,THE STAR VISTA,138617,na,na,31/5/22,29/9/22,86204
201331191E,ACRA,KF CONSULTING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,19/11/13,2013,19/11/13,LOCAL,262C,COMPASSVALE STREET,13,139,na,543262,na,na,31/5/19,2/4/18,86204
201331744C,ACRA,PLANET DENTAL CENTRE (AMKC) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,25/11/13,2013,25/11/13,LOCAL,628,UPPER THOMSON ROAD,5,56,MEADOWS @ PEIRCE,787131,na,na,31/5/19,21/5/18,86204
201331699E,ACRA,R&C DENTAL (TOA PAYOH) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,25/11/13,2013,25/11/13,LOCAL,520,LORONG 6 TOA PAYOH,1,64,HDB HUB,310520,na,na,31/5/23,31/5/22,86204
201333106W,ACRA,DENTAL ESSENCE ORCHARD PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,9/12/13,2013,9/12/13,LOCAL,77,ROBINSON ROAD,16,0,ROBINSON 77,68896,na,na,1/10/18,27/6/17,86204
201333206M,ACRA,SALMAH DENTAL CONSULTANCY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,10/12/13,2013,10/12/13,LOCAL,451,JOO CHIAT ROAD,2,1-Mar,KATONG POINT,427664,na,na,30/6/25,10/7/24,86204
201333232G,ACRA,SMILEARTS HILLVIEW PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,10/12/13,2013,10/12/13,LOCAL,4,HILLVIEW RISE,2,15,HILLV2,667979,na,na,31/7/25,25/7/24,86204
53250567X,ACRA,PARKWAY DENTAL CLINIC,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,11/12/13,2013,11/12/13,LOCAL,35,ROBINSON ROAD,1,2-Mar,HOTEL TELEGRAPH,68876,na,na,na,na,86204
201333872E,ACRA,CAPITALGROUP DENTAL ASSOCIATES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/12/13,2013,17/12/13,LOCAL,745,LORONG 5 TOA PAYOH,4,3,THE LIFELINE BUILDING,319455,na,na,31/7/25,10/7/24,86204
201334041R,ACRA,VISTA DENTAL SURGERY (AMK) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,19/12/13,2013,19/12/13,LOCAL,809,HOUGANG CENTRAL,1,174,na,530809,na,na,31/7/22,27/7/21,86204
201334584M,ACRA,SAMLEE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,26/12/13,2013,26/12/13,LOCAL,313,TAMPINES STREET 33,6,28,na,520313,na,na,31/1/18,21/12/16,86204
201400130K,ACRA,TOOFFY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,1/1/14,2014,1/1/14,LOCAL,15,MOUNT SINAI RISE,20,2,RIDGEWOOD CONDOMINIUM,276906,na,na,31/7/25,16/7/24,86204
201400180N,ACRA,KH DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,2/1/14,2014,2/1/14,LOCAL,57,WEST COAST WAY,6,10,CARABELLE,127018,na,na,31/7/24,31/7/23,86204
201400210Z,ACRA,PHOENIX DENTAL SURGERY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/1/14,2014,2/1/14,LOCAL,4,SPRINGSIDE LINK,na,na,na,786639,na,na,1/8/17,15/1/16,86204
201400170C,ACRA,SBDC PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,2/1/14,2014,2/1/14,LOCAL,62,JALAN JURONG KECHIL,na,na,JK BUILDING,598584,na,na,31/10/16,3/7/15,86204
201401349G,ACRA,D1 CONSULTANTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,13/1/14,2014,13/1/14,LOCAL,11,SIGLAP AVENUE SOUTH,na,na,FRANKEL ESTATE,456271,na,na,31/7/21,29/11/20,86204
201402051E,ACRA,SMILE CENTRAL DENTAL JURONG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,20/1/14,2014,20/1/14,LOCAL,119,ALJUNIED AVENUE 2,1,80/82,na,380119,na,na,31/7/22,9/7/21,86204
201402052R,ACRA,SMILE CENTRAL DENTAL HOUGANG CENTRAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,Non-Active,20/1/14,2014,20/1/14,LOCAL,119,ALJUNIED AVENUE 2,1,80/82,na,380119,na,na,31/7/19,19/7/18,86204
201402638D,ACRA,PKCHAN DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,27/1/14,2014,27/1/14,LOCAL,1,COLEMAN STREET,10,6,THE ADELPHI,179803,na,na,31/1/18,4/7/16,86204
201402790G,ACRA,DOCTOR TRISTAN PEH PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,28/1/14,2014,28/1/14,LOCAL,9,LEEDON HEIGHTS,27,28,D'LEEDON,267954,na,na,31/7/25,29/7/24,86204
201403100C,ACRA,KO DJENG SAKURA DENTAL CLINIC PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,3/2/14,2014,3/2/14,LOCAL,304,ORCHARD ROAD,5,15,LUCKY PLAZA,238863,na,na,31/7/25,30/7/24,86204
201403493M,ACRA,ALIGN AESTHETIC DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/2/14,2014,7/2/14,LOCAL,534,CHOA CHU KANG STREET 51,1,45,LIMBANG SHOPPING CENTRE,680534,na,na,31/7/16,30/3/15,86204
201403557Z,ACRA,VDC MP PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,7/2/14,2014,7/2/14,LOCAL,22,BAYSHORE ROAD,23,4,THE BAYSHORE,469970,na,na,31/7/19,25/7/18,86204
201403635G,ACRA,RIEEN PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,10/2/14,2014,10/2/14,LOCAL,12,JALAN CHORAK,na,na,na,548771,na,na,31/10/23,28/9/22,86204
53254737C,ACRA,PARKWAY DENTAL GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,19/2/14,2014,19/2/14,LOCAL,35,ROBINSON ROAD,1,2-Mar,HOTEL TELEGRAPH,68876,na,na,na,na,86204
201404941R,ACRA,T32 DENTAL PEARL AT BEDOK PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,21/2/14,2014,21/2/14,LOCAL,1,ORCHARD BOULEVARD,17,0,CAMDEN CENTRE,248649,na,na,31/7/25,23/7/24,86204
53255164L,ACRA,DR ANGELINE ANG & ASSOCIATES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,25/2/14,2014,25/2/14,LOCAL,9,PENANG ROAD,7,2,na,238459,na,na,na,na,86204
201405530K,ACRA,FC DENTAL PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,27/2/14,2014,27/2/14,LOCAL,290,ORCHARD ROAD,13,10,THE PARAGON,238859,na,na,31/7/25,8/5/24,86204
201406324H,ACRA,M DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,6/3/14,2014,6/3/14,LOCAL,109,SIMEI STREET 1,3,712,na,520109,na,na,31/7/19,31/7/18,86204
201407142Z,ACRA,SUNNY & CHEERS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,13/3/14,2014,13/3/14,LOCAL,33,JALAN ULU SIGLAP,na,na,na,457189,na,na,30/1/26,22/1/25,86204
201407276R,ACRA,TCS DENTAL CCK PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,14/3/14,2014,14/3/14,LOCAL,8,EU TONG SEN STREET,11,90,THE CENTRAL,59818,na,na,15/10/15,na,86204
201407533R,ACRA,ELITE MEDICAL HOLDINGS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,17/3/14,2014,17/3/14,LOCAL,1,GRANGE ROAD,12,3,ORCHARD BUILDING,239693,na,na,31/7/25,19/7/24,86204
53257003X,ACRA,PW DENTAL GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,20/3/14,2014,20/3/14,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,na,na,86204
53257008A,ACRA,PW DENTAL CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,20/3/14,2014,20/3/14,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,na,na,86204
53257010C,ACRA,PW DENTAL CLINIC,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),Non-Active,20/3/14,2014,20/3/14,LOCAL,100,TRAS STREET,11,1,100 AM,79027,na,na,na,na,86204
201408171D,ACRA,CASA DENTAL (AMK) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/3/14,2014,21/3/14,LOCAL,710,ANG MO KIO AVENUE 8,1,2611,na,560710,na,na,31/7/25,11/7/24,86204
201408231G,ACRA,GOLD LION DENTALCARE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,21/3/14,2014,21/3/14,LOCAL,10,JALAN KILANG,4,6,BT MERAH ENTERPRISE CENTRE,159410,na,na,31/7/25,16/7/24,86204
201408290M,ACRA,ALISON DENTAL AESTHETIC SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,Active,22/3/14,2014,22/3/14,LOCAL,258A,PUNGGOL FIELD,13,15,PUNGGOL TOPAZ,821258,na,na,30/1/26,23/1/25,86204
201408606C,ACRA,ELITE DENTAL GROUP PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,Active,26/3/14,2014,26/3/14,LOCAL,1,GRANGE ROAD,12,3,ORCHARD BUILDING,239693,na,na,31/7/25,19/7/24,86204
53257591A,ACRA,I CARE DENTAL GROUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,Non-Active,27/3/14,2014,27/3/14,LOCAL,100,JALAN SULTAN,9,15,SULTAN PLAZA,199001,na,na,na,na,86204
201409386R,ACRA,HS DENTAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,Non-Active,1/4/14,2014,1/4/14,LOCAL,6,SOMMERVILLE WALK,na,na,na,358177,na,na,27/12/17,26/8/16,86204
