name,address,lat,lng,type,planning_area,area_estimate_sqm,surface_type,current_use,land_owner,likely_permission_required_from,accessibility,residential_proximity,ura_space_link,onemap_link,suitability_score,reasons,recommendation
MULTI STOREY CAR PARK,504A SERANGOON NORTH AVENUE 4 MULTI STOREY CAR PARK SINGAPORE 555850,1.37399768680103,103.875704727628,carpark,Serangoon,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37399768680103&lng=103.875704727628,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,141A SERANGOON NORTH AVENUE 1 MULTI STOREY CAR PARK SINGAPORE 551141,1.36785968178624,103.874445762144,carpark,Serangoon,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36785968178624&lng=103.874445762144,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,150 SERANGOON NORTH AVENUE 2 MULTI STOREY CAR PARK SINGAPORE 550150,1.36939950575998,103.875014764105,carpark,Serangoon,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36939950575998&lng=103.875014764105,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,546A SERANGOON NORTH AVENUE 3 MULTI STOREY CAR PARK SINGAPORE 551546,1.37404886396678,103.870134120792,carpark,Serangoon,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37404886396678&lng=103.870134120792,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,542A SERANGOON NORTH AVENUE 4 MULTI STOREY CAR PARK SINGAPORE 551542,1.37352816200599,103.87169704269,carpark,Serangoon,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37352816200599&lng=103.87169704269,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
PLAYFACTO SCHOOL @ SERANGOON NORTH,55 SERANGOON NORTH AVENUE 4 PLAYFACTO SCHOOL @ SERANGOON NORTH SINGAPORE 555859,1.37695227610228,103.874923877958,school,Serangoon,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37695227610228&lng=103.874923877958,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889,1.36932570490947,103.869270301476,school,Serangoon,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36932570490947&lng=103.869270301476,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237,1.37465538827443,103.902138740699,school,Serangoon,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37465538827443&lng=103.902138740699,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
RFC INDUSTRIAL BUILDING,7 SERANGOON NORTH AVENUE 5 RFC INDUSTRIAL BUILDING SINGAPORE 554812,1.37534563343532,103.868015347517,industrial_space,Serangoon,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37534563343532&lng=103.868015347517,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TEPL INDUSTRIAL BUILDING,1 SERANGOON NORTH AVENUE 5 TEPL INDUSTRIAL BUILDING SINGAPORE 554915,1.37246223885133,103.867505772153,industrial_space,Serangoon,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.37246223885133&lng=103.867505772153,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES MALL (CAR PARK ENTRANCE A),TAMPINES MALL (CAR PARK ENTRANCE A),1.35275925867961,103.945146150803,carpark,Tampines,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35275925867961&lng=103.945146150803,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES MALL (CAR PARK ENTRANCE B),TAMPINES MALL (CAR PARK ENTRANCE B),1.35283191309281,103.94439771475,carpark,Tampines,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35283191309281&lng=103.94439771475,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
AFTER SCHOOL ADVENTURE CLUB (TAMPINES),826 TAMPINES STREET 81 AFTER SCHOOL ADVENTURE CLUB (TAMPINES) SINGAPORE 520826,1.34927794715578,103.933768905771,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34927794715578&lng=103.933768905771,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL SINGAPORE 529426,1.3504863946694,103.943573098509,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3504863946694&lng=103.943573098509,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565,1.36048786025607,103.948768900518,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36048786025607&lng=103.948768900518,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
PATHLIGHT SCHOOL (TAMPINES),4 TAMPINES STREET 91 PATHLIGHT SCHOOL (TAMPINES) SINGAPORE 528907,1.34711275884527,103.939451879381,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34711275884527&lng=103.939451879381,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
PLAYFACTO SCHOOL @ TAMPINES,11 TAMPINES STREET 32 PLAYFACTO SCHOOL @ TAMPINES SINGAPORE 529287,1.35454944260132,103.959900189012,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35454944260132&lng=103.959900189012,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
PRO-TEACH BEFORE & AFTER SCHOOL CARE (TAMPINES),264 TAMPINES STREET 21 PRO-TEACH BEFORE & AFTER SCHOOL CARE (TAMPINES) SINGAPORE 520264,1.35280486315014,103.951145717078,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.35280486315014&lng=103.951145717078,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,1.36047641484682,103.948725782833,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.36047641484682&lng=103.948725782833,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 TAMPINES PRIMARY SCHOOL SINGAPORE 529426,1.34977870805929,103.944004684986,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34977870805929&lng=103.944004684986,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES SECONDARY SCHOOL,252 TAMPINES STREET 12 TAMPINES SECONDARY SCHOOL SINGAPORE 529427,1.34926094811197,103.944263709507,school,Tampines,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34926094811197&lng=103.944263709507,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9004 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528838,1.34061756543543,103.942126793068,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34061756543543&lng=103.942126793068,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9008 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528843,1.34171015240353,103.942585643036,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34171015240353&lng=103.942585643036,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9012 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528845,1.34087590102933,103.943710846592,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34087590102933&lng=103.943710846592,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9005 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528839,1.33928067657535,103.941765560497,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33928067657535&lng=103.941765560497,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,TAMPINES INDUSTRIAL PARK A,1.34055260072984,103.942171152103,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34055260072984&lng=103.942171152103,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9010 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528844,1.34140309441679,103.943272800978,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34140309441679&lng=103.943272800978,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9007 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528841,1.33871119758635,103.941038540662,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33871119758635&lng=103.941038540662,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9003 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528837,1.33996603073475,103.941354808088,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33996603073475&lng=103.941354808088,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9002 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528836,1.340844054121,103.941586115141,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.340844054121&lng=103.941586115141,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TAMPINES INDUSTRIAL PARK A,9006 TAMPINES STREET 93 TAMPINES INDUSTRIAL PARK A SINGAPORE 528840,1.33970758915669,103.942242596978,industrial_space,Tampines,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33970758915669&lng=103.942242596978,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TANGLIN SCHOOL,143 ALEXANDRA ROAD TANGLIN SCHOOL SINGAPORE 159924,1.29043270680016,103.819940170811,school,Tanglin,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.29043270680016&lng=103.819940170811,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TANGLIN TRUST SCHOOL,95 PORTSDOWN ROAD TANGLIN TRUST SCHOOL SINGAPORE 139299,1.29689050866223,103.791991580309,school,Tanglin,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.29689050866223&lng=103.791991580309,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TANGLIN HALT INDUSTRIAL ESTATE,115A COMMONWEALTH DRIVE TANGLIN HALT INDUSTRIAL ESTATE SINGAPORE 149596,1.30491206456155,103.798063939865,industrial_space,Tanglin,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.30491206456155&lng=103.798063939865,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TANGLIN HALT INDUSTRIAL ESTATE,115B COMMONWEALTH DRIVE TANGLIN HALT INDUSTRIAL ESTATE SINGAPORE 149597,1.3046115164699,103.798218709389,industrial_space,Tanglin,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3046115164699&lng=103.798218709389,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,161A LORONG 1 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311161,1.33022073819476,103.844948797753,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33022073819476&lng=103.844948797753,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,4A LORONG 7 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311004,1.33926636778861,103.855881383112,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33926636778861&lng=103.855881383112,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,39 LORONG 6 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 310039,1.33781010214031,103.854928209763,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33781010214031&lng=103.854928209763,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,35A LORONG 5 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311035,1.33488691689286,103.854606003745,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33488691689286&lng=103.854606003745,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,3A LORONG 7 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311003,1.3395249873009,103.854481309074,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3395249873009&lng=103.854481309074,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,110A LORONG 1 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311110,1.3419490604548,103.846157441894,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.3419490604548&lng=103.846157441894,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,11A LORONG 8 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311011,1.33664811411799,103.859294955765,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33664811411799&lng=103.859294955765,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,128A LORONG 1 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311128,1.33821653776518,103.844064129352,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33821653776518&lng=103.844064129352,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,60A LORONG 4 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311060,1.33648655165748,103.851122278329,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33648655165748&lng=103.851122278329,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
MULTI STOREY CAR PARK,18A LORONG 6 TOA PAYOH MULTI STOREY CAR PARK SINGAPORE 311018,1.33607385973965,103.856580484014,carpark,Toa Payoh,250,asphalt,parking (potentially underutilized),NParks/HDB/Private,NParks/HDB/Private Management,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33607385973965&lng=103.856580484014,85,"['Sufficient area (250 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
FIRST TOA PAYOH PRIMARY SCHOOL,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,1.34032299499938,103.855529906182,school,Toa Payoh,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.34032299499938&lng=103.855529906182,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
PLAYFACTO SCHOOL @ TOA PAYOH,17A LORONG 7 TOA PAYOH PLAYFACTO SCHOOL @ TOA PAYOH SINGAPORE 311017,1.33604073510777,103.856973479645,school,Toa Payoh,320,concrete rooftop/asphalt,school facilities (after-hours potential),MOE/Private School,School Management/MOE,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33604073510777&lng=103.856973479645,85,"['Sufficient area (320 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TOA PAYOH INDUSTRIAL PARK,TOA PAYOH INDUSTRIAL PARK,1.33566425830672,103.860858977731,industrial_space,Toa Payoh,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33566425830672&lng=103.860858977731,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TOA PAYOH INDUSTRIAL PARK,1002 TOA PAYOH INDUSTRIAL PARK TOA PAYOH INDUSTRIAL PARK SINGAPORE 319074,1.334943636366,103.861041557556,industrial_space,Toa Payoh,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.334943636366&lng=103.861041557556,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TOA PAYOH INDUSTRIAL PARK,1003 TOA PAYOH INDUSTRIAL PARK TOA PAYOH INDUSTRIAL PARK SINGAPORE 319075,1.33450403610714,103.860310210049,industrial_space,Toa Payoh,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33450403610714&lng=103.860310210049,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TOA PAYOH INDUSTRIAL PARK,1 TOA PAYOH INDUSTRIAL PARK TOA PAYOH INDUSTRIAL PARK SINGAPORE 319053,1.33546715642349,103.860465271202,industrial_space,Toa Payoh,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33546715642349&lng=103.860465271202,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
TOA PAYOH INDUSTRIAL PARK,3 TOA PAYOH INDUSTRIAL PARK TOA PAYOH INDUSTRIAL PARK SINGAPORE 319055,1.33576357706536,103.860469085915,industrial_space,Toa Payoh,350,concrete/asphalt,industrial/commercial space (may be underutilized),Private/Industrial,Industrial Estate Management/Private Owner,public access,Unknown,https://www.ura.gov.sg/maps/,https://www.onemap.gov.sg/main/v2/?lat=1.33576357706536&lng=103.860469085915,85,"['Sufficient area (350 sqm)', 'Suitable surface type', 'Good accessibility', 'Residential proximity: Unknown', 'Underutilized space']",High
